Date,Close
,6501.T
2017-01-04,566.8240356445312
2017-01-05,569.5030517578125
2017-01-06,567.2562866210938
2017-01-10,564.0585327148438
2017-01-11,574.7745971679688
2017-01-12,568.0338134765625
2017-01-13,568.552490234375
2017-01-16,563.712890625
2017-01-17,556.8859252929688
2017-01-18,562.9351196289062
2017-01-19,568.3795776367188
2017-01-20,569.1573486328125
2017-01-23,560.8610229492188
2017-01-24,556.4537353515625
2017-01-25,567.774658203125
2017-01-26,583.1572875976562
2017-01-27,582.1202392578125
2017-01-30,577.1944580078125
2017-01-31,559.6512451171875
2017-02-01,560.169677734375
2017-02-02,566.6511840820312
2017-02-03,570.9721069335938
2017-02-06,574.4288940429688
2017-02-07,580.9967651367188
2017-02-08,584.7993774414062
2017-02-09,537.7870483398438
2017-02-10,542.1944580078125
2017-02-13,550.1450805664062
2017-02-14,546.7747802734375
2017-02-15,553.947509765625
2017-02-16,555.589599609375
2017-02-17,545.3919067382812
2017-02-20,541.589599609375
2017-02-21,547.7251586914062
2017-02-22,550.49072265625
2017-02-23,547.8982543945312
2017-02-24,547.0339965820312
2017-02-27,533.12060546875
2017-02-28,534.7623901367188
2017-03-01,545.2191772460938
2017-03-02,548.0708618164062
2017-03-03,541.416748046875
2017-03-06,536.9229125976562
2017-03-07,545.9107055664062
2017-03-08,543.75
2017-03-09,545.9970703125
2017-03-10,544.44140625
2017-03-13,547.638916015625
2017-03-14,550.2315063476562
2017-03-15,551.7870483398438
2017-03-16,548.5894775390625
2017-03-17,539.8612670898438
2017-03-21,542.6266479492188
2017-03-22,528.540283203125
2017-03-23,530.6143188476562
2017-03-24,532.6883544921875
2017-03-27,524.3056640625
2017-03-28,537.0093994140625
2017-03-29,542.1660766601562
2017-03-30,535.3486938476562
2017-03-31,526.6083984375
2017-04-03,527.6571655273438
2017-04-04,521.8010864257812
2017-04-05,520.227783203125
2017-04-06,511.8370666503906
2017-04-07,512.2740478515625
2017-04-10,517.6932373046875
2017-04-11,515.3331909179688
2017-04-12,506.5927429199219
2017-04-13,501.9603576660156
2017-04-14,500.56195068359375
2017-04-17,500.99896240234375
2017-04-18,506.1557922363281
2017-04-19,503.4462585449219
2017-04-20,506.2431640625
2017-04-21,513.4103393554688
2017-04-24,516.1197509765625
2017-04-25,521.713623046875
2017-04-26,540.5928955078125
2017-04-27,537.8834228515625
2017-04-28,537.6212158203125
2017-05-01,545.050537109375
2017-05-02,544.9630737304688
2017-05-08,555.4514770507812
2017-05-09,553.615966796875
2017-05-10,555.0144653320312
2017-05-11,552.1303100585938
2017-05-12,545.9244384765625
2017-05-15,578.5262451171875
2017-05-16,589.97607421875
2017-05-17,591.0249633789062
2017-05-18,580.0995483398438
2017-05-19,581.7601318359375
2017-05-22,589.2767944335938
2017-05-23,583.7705078125
2017-05-24,590.0634765625
2017-05-25,589.10205078125
2017-05-26,585.9556274414062
2017-05-29,583.7705078125
2017-05-30,585.7807006835938
2017-05-31,584.4696655273438
2017-06-01,589.80126953125
2017-06-02,604.9220581054688
2017-06-05,600.4644775390625
2017-06-06,595.8321533203125
2017-06-07,600.0274658203125
2017-06-08,593.7344360351562
2017-06-09,592.8605346679688
2017-06-12,587.6161499023438
2017-06-13,591.7241821289062
2017-06-14,584.2947998046875
2017-06-15,576.8655395507812
2017-06-16,582.7216186523438
2017-06-19,584.7318725585938
2017-06-20,589.2767944335938
2017-06-21,593.2973022460938
2017-06-22,585.8680419921875
2017-06-23,589.3641357421875
2017-06-26,586.6548461914062
2017-06-27,600.1148681640625
2017-06-28,595.2203979492188
2017-06-29,602.9119262695312
2017-06-30,602.562255859375
2017-07-03,606.3206176757812
2017-07-04,605.0096435546875
2017-07-05,612.6137084960938
2017-07-06,611.7396240234375
2017-07-07,610.3411254882812
2017-07-10,612.7011108398438
2017-07-11,622.4029541015625
2017-07-12,624.0636596679688
2017-07-13,627.822021484375
2017-07-14,632.891357421875
2017-07-17,632.891357421875
2017-07-18,637.9607543945312
2017-07-19,631.230712890625
2017-07-20,643.9917602539062
2017-07-21,644.6909790039062
2017-07-24,640.9324951171875
2017-07-25,636.9993896484375
2017-07-26,634.377197265625
2017-07-27,636.9118041992188
2017-07-28,630.2691650390625
2017-07-31,663.9197387695312
2017-08-01,644.4287719726562
2017-08-02,647.4878540039062
2017-08-03,649.9349975585938
2017-08-04,645.7396850585938
2017-08-07,644.4287719726562
2017-08-08,638.4852294921875
2017-08-09,633.5906982421875
2017-08-10,628.4337768554688
2017-08-11,628.4337768554688
2017-08-14,629.9196166992188
2017-08-15,633.852783203125
2017-08-16,635.1639404296875
2017-08-17,634.9016723632812
2017-08-18,626.0739135742188
2017-08-21,626.6857299804688
2017-08-22,630.7935791015625
2017-08-23,634.8142700195312
2017-08-24,627.1226806640625
2017-08-25,628.4337768554688
2017-08-28,630.0945434570312
2017-08-29,632.8040161132812
2017-08-30,650.6343994140625
2017-08-31,661.6472778320312
2017-09-01,659.025146484375
2017-09-04,648.53662109375
2017-09-05,643.81689453125
2017-09-06,647.4878540039062
2017-09-07,642.3310546875
2017-09-08,644.8656005859375
2017-09-11,651.8580932617188
2017-09-12,660.161376953125
2017-09-13,681.8375854492188
2017-09-14,675.0199584960938
2017-09-15,684.0225830078125
2017-09-18,684.0225830078125
2017-09-19,693.2001342773438
2017-09-20,693.986572265625
2017-09-21,693.2874755859375
2017-09-22,691.7142333984375
2017-09-25,691.3644409179688
2017-09-26,685.3336791992188
2017-09-27,689.919677734375
2017-09-28,699.0032958984375
2017-09-29,699.2680053710938
2017-10-02,708.3516845703125
2017-10-03,716.906005859375
2017-10-04,718.758056640625
2017-10-05,714.6130981445312
2017-10-06,716.2005615234375
2017-10-09,716.2005615234375
2017-10-10,722.462158203125
2017-10-11,721.66845703125
2017-10-12,721.7565307617188
2017-10-13,734.103515625
2017-10-16,747.0675048828125
2017-10-17,746.3619384765625
2017-10-18,753.2408447265625
2017-10-19,754.2110595703125
2017-10-20,756.3275146484375
2017-10-23,765.49951171875
2017-10-24,762.4127807617188
2017-10-25,759.855224609375
2017-10-26,760.9135131835938
2017-10-27,774.318603515625
2017-10-30,792.3097534179688
2017-10-31,791.0748291015625
2017-11-01,800.8640747070312
2017-11-02,791.0748291015625
2017-11-03,791.0748291015625
2017-11-06,781.4620361328125
2017-11-07,793.5443725585938
2017-11-08,791.9569091796875
2017-11-09,784.2841796875
2017-11-10,779.0808715820312
2017-11-13,770.7027587890625
2017-11-14,772.4666137695312
2017-11-15,752.0062255859375
2017-11-16,755.4456787109375
2017-11-17,755.7102661132812
2017-11-20,744.1571655273438
2017-11-21,746.0974731445312
2017-11-22,753.1527099609375
2017-11-23,753.1527099609375
2017-11-24,745.4801025390625
2017-11-27,742.30517578125
2017-11-28,733.9270629882812
2017-11-29,742.7461547851562
2017-11-30,735.6908569335938
2017-12-01,737.1900634765625
2017-12-04,731.5457763671875
2017-12-05,735.955322265625
2017-12-06,723.7850341796875
2017-12-07,744.069091796875
2017-12-08,750.1541748046875
2017-12-11,755.5337524414062
2017-12-12,752.1827392578125
2017-12-13,740.27685546875
2017-12-14,741.5996704101562
2017-12-15,726.0780029296875
2017-12-18,749.2722778320312
2017-12-19,770.7027587890625
2017-12-20,787.3709106445312
2017-12-21,783.2257690429688
2017-12-22,788.0762939453125
2017-12-25,784.7252197265625
2017-12-26,783.3140869140625
2017-12-27,778.11083984375
2017-12-28,773.0838623046875
2017-12-29,774.2304077148438
2018-01-01,774.2304077148438
2018-01-02,774.2304077148438
2018-01-03,774.2304077148438
2018-01-04,785.3424682617188
2018-01-05,790.7221069335938
2018-01-08,790.7221069335938
2018-01-09,804.74462890625
2018-01-10,809.1541137695312
2018-01-11,806.3319702148438
2018-01-12,799.276611328125
2018-01-15,819.64892578125
2018-01-16,816.1212158203125
2018-01-17,805.714599609375
2018-01-18,809.4185180664062
2018-01-19,820.8836059570312
2018-01-22,822.7355346679688
2018-01-23,828.9970703125
2018-01-24,817.6204833984375
2018-01-25,809.6831665039062
2018-01-26,811.35888671875
2018-01-29,797.2483520507812
2018-01-30,778.0226440429688
2018-01-31,764.0885009765625
2018-02-01,790.19287109375
2018-02-02,779.3453979492188
2018-02-05,756.3275146484375
2018-02-06,721.7565307617188
2018-02-07,716.5534057617188
2018-02-08,728.8118896484375
2018-02-09,709.498046875
2018-02-12,709.498046875
2018-02-13,712.408447265625
2018-02-14,706.411376953125
2018-02-15,713.90771484375
2018-02-16,718.052734375
2018-02-19,736.1319580078125
2018-02-20,732.1632080078125
2018-02-21,725.5488891601562
2018-02-22,727.2244873046875
2018-02-23,733.3096923828125
2018-02-26,729.7820434570312
2018-02-27,747.7730712890625
2018-02-28,721.40380859375
2018-03-01,723.4322509765625
2018-03-02,705.5294799804688
2018-03-05,687.4503784179688
2018-03-06,695.122802734375
2018-03-07,683.3933715820312
2018-03-08,686.4801635742188
2018-03-09,697.4159545898438
2018-03-12,713.6430053710938
2018-03-13,723.4322509765625
2018-03-14,706.9404296875
2018-03-15,703.9419555664062
2018-03-16,696.533935546875
2018-03-19,692.3889770507812
2018-03-20,691.2425537109375
2018-03-21,691.2425537109375
2018-03-22,699.6204833984375
2018-03-23,672.0169067382812
2018-03-26,666.8135986328125
2018-03-27,691.0661010742188
2018-03-28,688.2149047851562
2018-03-29,679.928466796875
2018-03-30,686.7892456054688
2018-04-02,685.2745971679688
2018-04-03,680.19580078125
2018-04-04,666.4742431640625
2018-04-05,682.6905517578125
2018-04-06,681.7105712890625
2018-04-09,686.6109619140625
2018-04-10,689.8187866210938
2018-04-11,696.6795654296875
2018-04-12,691.3333740234375
2018-04-13,700.599853515625
2018-04-16,696.7685546875
2018-04-17,689.6403198242188
2018-04-18,696.4122314453125
2018-04-19,703.2728881835938
2018-04-20,703.8965454101562
2018-04-23,714.1433715820312
2018-04-24,738.7349853515625
2018-04-25,721.53857421875
2018-04-26,720.7366333007812
2018-04-27,714.2322998046875
2018-04-30,714.2322998046875
2018-05-01,757.62451171875
2018-05-02,770.0985717773438
2018-05-03,770.0985717773438
2018-05-04,770.0985717773438
2018-05-07,765.8217163085938
2018-05-08,764.4851684570312
2018-05-09,770.5439453125
2018-05-10,770.0985717773438
2018-05-11,777.4938354492188
2018-05-14,774.731689453125
2018-05-15,770.0985717773438
2018-05-16,759.228271484375
2018-05-17,757.8916625976562
2018-05-18,754.5950317382812
2018-05-21,750.852783203125
2018-05-22,741.4080200195312
2018-05-23,731.428955078125
2018-05-24,723.587890625
2018-05-25,730.3596801757812
2018-05-28,735.7056274414062
2018-05-29,725.4591064453125
2018-05-30,707.8170166015625
2018-05-31,709.77734375
2018-06-01,704.9658813476562
2018-06-04,713.7868041992188
2018-06-05,710.8464965820312
2018-06-06,733.0326538085938
2018-06-07,743.7247314453125
2018-06-08,734.7254028320312
2018-06-11,734.90380859375
2018-06-12,736.9530639648438
2018-06-13,743.4574584960938
2018-06-14,728.2211303710938
2018-06-15,728.7557373046875
2018-06-18,706.4805908203125
2018-06-19,699.9761352539062
2018-06-20,700.421630859375
2018-06-21,701.4017944335938
2018-06-22,697.6594848632812
2018-06-25,696.4122314453125
2018-06-26,694.1846313476562
2018-06-27,684.5616455078125
2018-06-28,688.0367431640625
2018-06-29,696.4122314453125
2018-07-02,684.3834838867188
2018-07-03,685.5419921875
2018-07-04,676.2752685546875
2018-07-05,670.4837646484375
2018-07-06,676.0972290039062
2018-07-09,687.6803588867188
2018-07-10,704.0748291015625
2018-07-11,694.8975219726562
2018-07-12,696.1448364257812
2018-07-13,701.8472900390625
2018-07-16,701.8472900390625
2018-07-17,706.2131958007812
2018-07-18,706.3023071289062
2018-07-19,711.4700927734375
2018-07-20,708.88623046875
2018-07-23,704.876708984375
2018-07-24,706.569580078125
2018-07-25,709.153564453125
2018-07-26,720.7366333007812
2018-07-27,721.8949584960938
2018-07-30,715.5687255859375
2018-07-31,693.739013671875
2018-08-01,694.4518432617188
2018-08-02,678.948486328125
2018-08-03,675.1170654296875
2018-08-06,673.7805786132812
2018-08-07,683.492431640625
2018-08-08,692.9371948242188
2018-08-09,683.4034423828125
2018-08-10,669.8600463867188
2018-08-13,650.9706420898438
2018-08-14,661.751953125
2018-08-15,657.5642700195312
2018-08-16,652.3964233398438
2018-08-17,645.8920288085938
2018-08-20,648.6539916992188
2018-08-21,638.85302734375
2018-08-22,646.8720703125
2018-08-23,638.9421997070312
2018-08-24,639.8331298828125
2018-08-27,649.010498046875
2018-08-28,651.50537109375
2018-08-29,655.42578125
2018-08-30,650.9706420898438
2018-08-31,646.4265747070312
2018-09-03,637.9619750976562
2018-09-04,633.5960693359375
2018-09-05,632.705078125
2018-09-06,627.1806640625
2018-09-07,624.240478515625
2018-09-10,630.031982421875
2018-09-11,641.9715576171875
2018-09-12,634.2197875976562
2018-09-13,640.1896362304688
2018-09-14,652.5745239257812
2018-09-17,652.5745239257812
2018-09-18,652.7528076171875
2018-09-19,665.7614135742188
2018-09-20,674.3151245117188
2018-09-21,687.6803588867188
2018-09-24,687.6803588867188
2018-09-25,693.0264282226562
2018-09-26,695.34765625
2018-09-27,688.7406616210938
2018-09-28,689.2763671875
2018-10-01,683.9193725585938
2018-10-02,684.6336059570312
2018-10-03,675.705078125
2018-10-04,678.7408447265625
2018-10-05,678.0264282226562
2018-10-08,678.0264282226562
2018-10-09,651.9553833007812
2018-10-10,651.5983276367188
2018-10-11,625.8843994140625
2018-10-12,625.3486938476562
2018-10-15,614.0987548828125
2018-10-16,619.2772216796875
2018-10-17,626.7771606445312
2018-10-18,622.6702270507812
2018-10-19,611.2416381835938
2018-10-22,608.5631103515625
2018-10-23,593.5633544921875
2018-10-24,589.6348876953125
2018-10-25,569.2779541015625
2018-10-26,581.4207153320312
2018-10-29,577.849365234375
2018-10-30,610.3488159179688
2018-10-31,618.2059326171875
2018-11-01,617.8488159179688
2018-11-02,630.8842163085938
2018-11-05,626.9557495117188
2018-11-06,622.8485107421875
2018-11-07,628.9200439453125
